record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
32833,10,13,2001,12,OT,F,21,26
32834,10,13,2001,12,OT,F,22,21
32836,10,13,2001,12,OT,M,20,27
33047,11,17,2001,12,OT,F,22,20
34209,6,15,2002,12,OT,F,20,35
34818,10,5,2002,12,OT,M,20,22
35031,11,9,2002,12,OT,M,20,24
30177,1,8,2000,12,DO,F,32,54
30180,1,8,2000,12,DO,M,36,42
30181,1,8,2000,12,DO,M,35,55
30182,1,8,2000,12,DO,M,36,63
30314,2,5,2000,12,DO,M,33,54
30318,2,5,2000,12,DO,F,35,56
30622,4,30,2000,12,DO,M,36,51
30748,6,3,2000,12,DO,M,36,47
30752,6,3,2000,12,DO,M,35,53
30921,7,1,2000,12,DO,M,35,62
30931,7,1,2000,12,DO,M,36,56
31112,7,22,2000,12,DO,M,36,58
31221,8,25,2000,12,DO,M,36,55
31397,9,30,2000,12,DO,M,36,51
31528,11,25,2000,12,DO,M,35,55
31636,12,22,2000,12,DO,M,35,54
31722,1,21,2001,12,DO,M,34,54
31950,4,21,2001,12,DO,M,34,54
31952,4,21,2001,12,DO,F,34,60
32047,5,26,2001,12,DO,M,34,49
32048,5,26,2001,12,DO,F,34,27
32171,6,25,2001,12,DO,M,36,43
32173,6,25,2001,12,DO,F,35,53
32396,8,25,2001,12,DO,M,36,58
32401,8,25,2001,12,DO,M,37,57
32613,9,22,2001,12,DO,M,36,58
32617,9,22,2001,12,DO,M,38,60
32831,10,13,2001,12,DO,M,36,52
32835,10,13,2001,12,DO,M,36,59
33042,11,17,2001,12,DO,F,36,46
33043,11,17,2001,12,DO,F,35,54
33045,11,17,2001,12,DO,M,35,55
33048,11,17,2001,12,DO,M,37,61
33240,12,15,2001,12,DO,F,37,52
33241,12,15,2001,12,DO,M,36,60
33243,12,15,2001,12,DO,M,36,55
33340,1,12,2002,12,DO,M,34,24
33342,1,12,2002,12,DO,F,36,26
33343,1,12,2002,12,DO,F,37,47
33345,1,12,2002,12,DO,M,37,55
33440,2,9,2002,12,DO,F,36,52
33441,2,9,2002,12,DO,M,36,58
33589,3,13,2002,12,DO,M,36,57
33591,3,13,2002,12,DO,F,36,63
33592,3,13,2002,12,DO,M,36,32
33765,4,16,2002,12,DO,F,37,51
33766,4,16,2002,12,DO,M,36,48
33767,4,16,2002,12,DO,M,37,42
33773,4,16,2002,12,DO,M,36,54
33967,5,15,2002,12,DO,M,35,45
33968,5,15,2002,12,DO,M,35,47
33976,5,15,2002,12,DO,F,37,63
33980,5,15,2002,12,DO,M,36,51
34201,6,15,2002,12,DO,F,38,47
34204,6,15,2002,12,DO,M,38,52
34207,6,15,2002,12,DO,M,36,54
34436,7,13,2002,12,DO,M,35,52
34437,7,13,2002,12,DO,M,37,51
34449,7,13,2002,12,DO,M,35,56
34675,9,8,2002,12,DO,F,37,57
34819,10,5,2002,12,DO,F,37,54
34823,10,5,2002,12,DO,F,36,57
35029,11,9,2002,12,DO,F,36,54
35030,11,9,2002,12,DO,M,35,38
35241,12,7,2002,12,DO,F,36,52
35243,12,7,2002,12,DO,M,36,48
35411,12,29,2002,12,DO,M,35,58
35413,12,29,2002,12,DO,F,36,49
35414,12,29,2002,12,DO,M,37,51
30183,1,8,2000,12,PB,M,25,26
30311,2,5,2000,12,PB,M,27,43
30312,2,5,2000,12,PB,M,25,24
30315,2,5,2000,12,PB,M,26,33
30452,3,4,2000,12,PB,F,26,31
30616,4,30,2000,12,PB,F,25,34
30620,4,30,2000,12,PB,F,25,31
30623,4,30,2000,12,PB,M,26,22
30750,6,3,2000,12,PB,F,26,33
30751,6,3,2000,12,PB,F,26,39
30922,7,1,2000,12,PB,F,26,35
30927,7,1,2000,12,PB,F,25,34
31116,7,22,2000,12,PB,F,26,35
31118,7,22,2000,12,PB,M,26,24
31525,11,25,2000,12,PB,M,26,25
34444,7,13,2002,12,PB,F,25,23
34448,7,13,2002,12,PB,M,29,34
34821,10,5,2002,12,PB,F,27,26
35032,11,9,2002,12,PB,M,27,51
35035,11,9,2002,12,PB,F,27,31
35244,12,7,2002,12,PB,F,27,30
35246,12,7,2002,12,PB,M,27,43
35409,12,29,2002,12,PB,F,27,30
35231,12,7,2002,18,NL,F,32,154
35435,12,29,2002,18,NL,F,31,150
32184,6,25,2001,18,PF,F,15,7
32419,8,25,2001,18,PF,F,16,11
32850,10,13,2001,18,PF,F,15,8
32060,5,26,2001,18,PE,M,20,23
35007,11,9,2002,18,PE,M,20,22
35010,11,9,2002,18,PE,F,18,18
30594,4,30,2000,18,PP,F,23,16
30597,4,30,2000,18,PP,F,24,16
30942,7,1,2000,18,PP,F,21,15
31131,7,22,2000,18,PP,F,21,16
31403,9,30,2000,18,PP,F,22,16
32848,10,13,2001,18,PP,M,23,17
30765,6,3,2000,18,SH,M,26,35
33256,12,15,2001,18,SH,M,27,50
34469,7,13,2002,18,SH,M,25,70
31237,8,25,2000,18,OT,M,20,21
31409,9,30,2000,18,OT,F,20,16
33606,3,13,2002,18,OT,F,20,24
33813,4,16,2002,18,OT,F,22,26
31798,3,3,2001,18,RM,F,17,17
31870,3,24,2001,18,RM,F,17,15
33258,12,15,2001,18,RM,M,11,16
33259,12,15,2001,18,RM,F,16,12
33454,2,9,2002,18,RM,F,16,12
33605,3,13,2002,18,RM,M,17,11
30188,1,8,2000,18,PB,M,25,23
30190,1,8,2000,18,PB,F,25,22
30191,1,8,2000,18,PB,F,25,22
30192,1,8,2000,18,PB,M,26,38
30193,1,8,2000,18,PB,F,26,33
30194,1,8,2000,18,PB,F,26,32
30323,2,5,2000,18,PB,M,26,21
30324,2,5,2000,18,PB,F,25,30
30325,2,5,2000,18,PB,M,24,24
30327,2,5,2000,18,PB,F,27,30
30464,3,4,2000,18,PB,M,25,26
30465,3,4,2000,18,PB,M,26,41
30466,3,4,2000,18,PB,F,25,33
30467,3,4,2000,18,PB,M,26,33
30468,3,4,2000,18,PB,F,26,30
30469,3,4,2000,18,PB,F,25,24
30595,4,30,2000,18,PB,F,25,34
30596,4,30,2000,18,PB,M,25,31
30598,4,30,2000,18,PB,F,25,36
30762,6,3,2000,18,PB,M,25,27
30763,6,3,2000,18,PB,M,26,18
30764,6,3,2000,18,PB,F,25,35
30766,6,3,2000,18,PB,F,25,30
30939,7,1,2000,18,PB,F,25,28
30941,7,1,2000,18,PB,F,26,36
30943,7,1,2000,18,PB,M,26,30
30944,7,1,2000,18,PB,M,28,26
30945,7,1,2000,18,PB,F,26,24
31126,7,22,2000,18,PB,M,27,34
31127,7,22,2000,18,PB,M,27,34
31128,7,22,2000,18,PB,M,26,31
31129,7,22,2000,18,PB,F,25,38
31130,7,22,2000,18,PB,F,26,27
31132,7,22,2000,18,PB,M,27,29
31133,7,22,2000,18,PB,F,26,34
31235,8,25,2000,18,PB,F,25,32
31236,8,25,2000,18,PB,F,26,30
31238,8,25,2000,18,PB,M,27,40
31239,8,25,2000,18,PB,F,26,29
31240,8,25,2000,18,PB,M,26,34
31406,9,30,2000,18,PB,F,26,26
31407,9,30,2000,18,PB,M,26,29
31408,9,30,2000,18,PB,F,26,37
31410,9,30,2000,18,PB,M,27,33
31533,11,25,2000,18,PB,M,24,34
31534,11,25,2000,18,PB,M,24,32
31535,11,25,2000,18,PB,F,26,30
31641,12,22,2000,18,PB,F,26,30
31642,12,22,2000,18,PB,M,26,38
31644,12,22,2000,18,PB,M,27,35
31729,1,21,2001,18,PB,F,26,29
31799,3,3,2001,18,PB,M,26,40
31800,3,3,2001,18,PB,F,27,33
31960,4,21,2001,18,PB,M,27,50
31961,4,21,2001,18,PB,F,25,17
32061,5,26,2001,18,PB,F,27,31
32181,6,25,2001,18,PB,F,27,22
32182,6,25,2001,18,PB,M,28,42
32183,6,25,2001,18,PB,F,22,42
32185,6,25,2001,18,PB,M,26,34
32186,6,25,2001,18,PB,F,25,18
32415,8,25,2001,18,PB,F,26,26
32416,8,25,2001,18,PB,F,25,30
32417,8,25,2001,18,PB,M,28,44
32418,8,25,2001,18,PB,F,26,30
32631,9,22,2001,18,PB,M,28,43
32632,9,22,2001,18,PB,F,26,29
32633,9,22,2001,18,PB,M,26,32
32634,9,22,2001,18,PB,F,26,30
32635,9,22,2001,18,PB,F,26,25
32636,9,22,2001,18,PB,F,26,27
32637,9,22,2001,18,PB,F,26,25
32638,9,22,2001,18,PB,F,27,31
32847,10,13,2001,18,PB,F,26,30
32849,10,13,2001,18,PB,F,26,30
32851,10,13,2001,18,PB,F,25,26
32852,10,13,2001,18,PB,F,25,26
32853,10,13,2001,18,PB,F,25,26
33059,11,17,2001,18,PB,F,26,30
33060,11,17,2001,18,PB,M,28,49
33061,11,17,2001,18,PB,F,26,27
33062,11,17,2001,18,PB,F,26,25
33063,11,17,2001,18,PB,F,25,25
33064,11,17,2001,18,PB,F,27,29
33065,11,17,2001,18,PB,M,26,30
33066,11,17,2001,18,PB,F,26,29
33254,12,15,2001,18,PB,M,28,50
33255,12,15,2001,18,PB,F,26,31
33257,12,15,2001,18,PB,F,26,25
33260,12,15,2001,18,PB,M,26,32
33261,12,15,2001,18,PB,F,25,26
33262,12,15,2001,18,PB,F,26,28
33263,12,15,2001,18,PB,F,26,29
33358,1,12,2002,18,PB,F,26,28
33359,1,12,2002,18,PB,M,27,32
33360,1,12,2002,18,PB,M,28,44
33361,1,12,2002,18,PB,F,26,26
33362,1,12,2002,18,PB,F,26,27
33363,1,12,2002,18,PB,F,25,26
33455,2,9,2002,18,PB,M,27,51
33456,2,9,2002,18,PB,F,26,29
33457,2,9,2002,18,PB,F,26,32
33459,2,9,2002,18,PB,F,26,25
33460,2,9,2002,18,PB,F,26,28
33602,3,13,2002,18,PB,F,25,36
33603,3,13,2002,18,PB,F,26,28
33604,3,13,2002,18,PB,F,26,27
33607,3,13,2002,18,PB,F,27,32
33809,4,16,2002,18,PB,F,26,36
33810,4,16,2002,18,PB,F,26,30
33811,4,16,2002,18,PB,M,26,15
33812,4,16,2002,18,PB,M,26,36
33814,4,16,2002,18,PB,F,26,35
33815,4,16,2002,18,PB,M,28,48
33993,5,15,2002,18,PB,F,25,20
33994,5,15,2002,18,PB,F,26,31
33995,5,15,2002,18,PB,M,27,33
33996,5,15,2002,18,PB,M,28,45
33997,5,15,2002,18,PB,F,26,30
33998,5,15,2002,18,PB,M,25,13
33999,5,15,2002,18,PB,F,26,20
34000,5,15,2002,18,PB,F,26,16
34001,5,15,2002,18,PB,F,25,35
34232,6,15,2002,18,PB,F,26,34
34233,6,15,2002,18,PB,F,23,28
34234,6,15,2002,18,PB,F,26,19
34235,6,15,2002,18,PB,F,26,25
34236,6,15,2002,18,PB,F,26,23
34237,6,15,2002,18,PB,M,26,18
34238,6,15,2002,18,PB,M,27,33
34239,6,15,2002,18,PB,F,26,20
34240,6,15,2002,18,PB,F,26,20
34241,6,15,2002,18,PB,M,27,45
34242,6,15,2002,18,PB,F,25,20
34243,6,15,2002,18,PB,M,27,33
34463,7,13,2002,18,PB,F,26,31
34464,7,13,2002,18,PB,F,26,27
34465,7,13,2002,18,PB,F,26,24
34466,7,13,2002,18,PB,F,25,25
34468,7,13,2002,18,PB,F,25,35
34470,7,13,2002,18,PB,F,26,23
34471,7,13,2002,18,PB,F,26,25
34472,7,13,2002,18,PB,F,25,25
34473,7,13,2002,18,PB,F,25,23
34474,7,13,2002,18,PB,F,26,31
34681,9,8,2002,18,PB,F,26,29
34682,9,8,2002,18,PB,F,27,38
34797,10,5,2002,18,PB,M,27,55
34798,10,5,2002,18,PB,F,25,34
34799,10,5,2002,18,PB,F,26,29
34800,10,5,2002,18,PB,F,26,33
34801,10,5,2002,18,PB,F,25,29
34802,10,5,2002,18,PB,F,26,31
34803,10,5,2002,18,PB,F,25,30
34804,10,5,2002,18,PB,F,25,31
34805,10,5,2002,18,PB,F,25,30
34806,10,5,2002,18,PB,F,25,29
34807,10,5,2002,18,PB,F,27,32
34808,10,5,2002,18,PB,F,24,27
35005,11,9,2002,18,PB,F,26,24
35006,11,9,2002,18,PB,F,26,29
35008,11,9,2002,18,PB,F,27,35
35009,11,9,2002,18,PB,M,27,48
35011,11,9,2002,18,PB,F,26,29
35013,11,9,2002,18,PB,F,26,29
35014,11,9,2002,18,PB,F,27,31
35015,11,9,2002,18,PB,F,25,30
35016,11,9,2002,18,PB,F,25,30
35223,12,7,2002,18,PB,F,26,31
35224,12,7,2002,18,PB,F,28,28
35225,12,7,2002,18,PB,F,26,33
35226,12,7,2002,18,PB,F,26,23
35227,12,7,2002,18,PB,F,27,28
35228,12,7,2002,18,PB,F,27,31
35229,12,7,2002,18,PB,F,26,28
35230,12,7,2002,18,PB,F,26,29
35426,12,29,2002,18,PB,F,25,30
35427,12,29,2002,18,PB,F,26,32
35428,12,29,2002,18,PB,F,26,29
35429,12,29,2002,18,PB,M,28,49
35430,12,29,2002,18,PB,F,26,29
35431,12,29,2002,18,PB,F,25,25
35432,12,29,2002,18,PB,F,24,28
35433,12,29,2002,18,PB,F,26,27
35434,12,29,2002,18,PB,F,25,30
30241,1,10,2000,11,DM,M,35,43
30242,1,10,2000,11,DM,M,35,44
30244,1,10,2000,11,DM,M,35,44
30246,1,10,2000,11,DM,F,33,54
30379,2,6,2000,11,DM,F,34,46
30382,2,6,2000,11,DM,M,36,46
30529,3,5,2000,11,DM,M,37,50
30681,4,31,2000,11,DM,M,37,49
30683,4,31,2000,11,DM,F,33,55
30845,6,4,2000,11,DM,M,35,35
30848,6,4,2000,11,DM,M,33,47
30850,6,4,2000,11,DM,M,37,48
31021,7,2,2000,11,DM,M,35,43
31024,7,2,2000,11,DM,M,37,53
31314,8,26,2000,11,DM,M,36,53
31315,8,26,2000,11,DM,F,36,41
31465,9,31,2000,11,DM,F,35,41
31578,11,26,2000,11,DM,F,35,37
31685,12,23,2000,11,DM,F,36,39
31686,12,23,2000,11,DM,M,36,50
31768,1,22,2001,11,DM,M,36,45
31769,1,22,2001,11,DM,M,37,54
31770,1,22,2001,11,DM,M,37,46
31771,1,22,2001,11,DM,F,34,41
31828,3,4,2001,11,DM,M,36,39
31829,3,4,2001,11,DM,M,37,55
31898,3,25,2001,11,DM,F,36,51
31899,3,25,2001,11,DM,M,37,53
32003,4,22,2001,11,DM,F,35,49
32005,4,22,2001,11,DM,F,36,49
32107,5,27,2001,11,DM,M,37,55
32109,5,27,2001,11,DM,F,34,48
32111,5,27,2001,11,DM,M,38,50
32112,5,27,2001,11,DM,F,36,48
32292,7,22,2001,11,DM,F,34,47
32293,7,22,2001,11,DM,M,37,42
32295,7,22,2001,11,DM,F,35,59
32520,8,26,2001,11,DM,M,37,49
32521,8,26,2001,11,DM,M,35,28
32524,8,26,2001,11,DM,F,37,44
32525,8,26,2001,11,DM,M,35,46
32531,8,26,2001,11,DM,M,36,50
32733,9,23,2001,11,DM,F,35,52
32739,9,23,2001,11,DM,F,35,51
32949,10,14,2001,11,DM,F,34,42
32950,10,14,2001,11,DM,M,37,59
32955,10,14,2001,11,DM,M,35,41
32956,10,14,2001,11,DM,F,36,50
33161,11,18,2001,11,DM,F,34,44
33165,11,18,2001,11,DM,M,36,35
33166,11,18,2001,11,DM,M,36,59
33170,11,18,2001,11,DM,M,37,43
33512,2,10,2002,11,DM,M,36,55
33513,2,10,2002,11,DM,F,37,48
33514,2,10,2002,11,DM,M,37,39
33516,2,10,2002,11,DM,F,34,45
33517,2,10,2002,11,DM,M,37,42
33682,3,14,2002,11,DM,M,34,49
33683,3,14,2002,11,DM,F,36,42
33684,3,14,2002,11,DM,M,36,47
33685,3,14,2002,11,DM,F,34,45
33686,3,14,2002,11,DM,M,36,51
33688,3,14,2002,11,DM,M,37,59
33689,3,14,2002,11,DM,M,36,48
33780,4,16,2002,11,DM,F,35,43
33782,4,16,2002,11,DM,M,37,57
34103,5,16,2002,11,DM,M,36,46
35084,11,10,2002,11,DM,M,33,32
35085,11,10,2002,11,DM,M,35,32
35324,12,8,2002,11,DM,F,35,41
35327,12,8,2002,11,DM,M,33,38
35517,12,31,2002,11,DM,F,36,42
32529,8,26,2001,11,PE,M,19,18
34104,5,16,2002,11,PE,F,20,27
34111,5,16,2002,11,PE,M,20,22
30240,1,10,2000,11,PP,M,19,15
30245,1,10,2000,11,PP,M,21,16
30247,1,10,2000,11,PP,F,21,16
30526,3,5,2000,11,PP,M,22,21
30528,3,5,2000,11,PP,M,22,20
30685,4,31,2000,11,PP,F,22,19
30686,4,31,2000,11,PP,F,22,17
30687,4,31,2000,11,PP,M,22,15
30842,6,4,2000,11,PP,M,22,14
30843,6,4,2000,11,PP,M,21,19
30844,6,4,2000,11,PP,F,22,21
30846,6,4,2000,11,PP,M,22,18
30852,6,4,2000,11,PP,F,22,17
31017,7,2,2000,11,PP,M,21,14
31019,7,2,2000,11,PP,M,20,14
31022,7,2,2000,11,PP,M,20,14
31023,7,2,2000,11,PP,F,21,20
31026,7,2,2000,11,PP,F,20,16
31308,8,26,2000,11,PP,M,20,13
31312,8,26,2000,11,PP,M,21,14
31580,11,26,2000,11,PP,M,19,13
31830,3,4,2001,11,PP,M,22,14
32110,5,27,2001,11,PP,M,23,13
32290,7,22,2001,11,PP,F,22,25
32294,7,22,2001,11,PP,F,23,18
32296,7,22,2001,11,PP,M,23,17
32519,8,26,2001,11,PP,F,22,16
32523,8,26,2001,11,PP,F,22,18
32736,9,23,2001,11,PP,F,22,17
32951,10,14,2001,11,PP,M,22,16
32952,10,14,2001,11,PP,F,22,18
32953,10,14,2001,11,PP,M,22,20
33687,3,14,2002,11,PP,F,22,18
33783,4,16,2002,11,PP,F,22,20
34112,5,16,2002,11,PP,F,23,20
34329,6,16,2002,11,PP,F,22,19
34333,6,16,2002,11,PP,F,22,10
34334,6,16,2002,11,PP,M,23,20
34336,6,16,2002,11,PP,M,23,20
34583,7,14,2002,11,PP,F,22,13
34588,7,14,2002,11,PP,M,23,21
34589,7,14,2002,11,PP,F,23,14
34590,7,14,2002,11,PP,M,23,18
34591,7,14,2002,11,PP,M,22,13
34592,7,14,2002,11,PP,F,22,12
34902,10,6,2002,11,PP,F,21,19
34904,10,6,2002,11,PP,F,21,16
35086,11,10,2002,11,PP,M,23,15
35087,11,10,2002,11,PP,M,22,17
35088,11,10,2002,11,PP,M,23,17
35092,11,10,2002,11,PP,M,22,15
35095,11,10,2002,11,PP,M,22,17
35325,12,8,2002,11,PP,M,22,18
35332,12,8,2002,11,PP,M,23,17
35514,12,31,2002,11,PP,M,23,18
30376,2,6,2000,11,OT,F,20,21
30380,2,6,2000,11,OT,M,20,25
30525,3,5,2000,11,OT,M,21,30
30527,3,5,2000,11,OT,F,20,26
30682,4,31,2000,11,OT,M,22,29
31020,7,2,2000,11,OT,F,21,18
31311,8,26,2000,11,OT,F,21,24
31461,9,31,2000,11,OT,M,20,23
31579,11,26,2000,11,OT,M,20,24
31687,12,23,2000,11,OT,F,21,25
32004,4,22,2001,11,OT,F,20,26
32006,4,22,2001,11,OT,F,20,14
32297,7,22,2001,11,OT,M,21,27
32526,8,26,2001,11,OT,F,21,24
32527,8,26,2001,11,OT,M,20,27
32530,8,26,2001,11,OT,M,20,20
32734,9,23,2001,11,OT,F,21,20
32735,9,23,2001,11,OT,M,20,22
32943,10,14,2001,11,OT,M,21,21
32944,10,14,2001,11,OT,F,21,28
32948,10,14,2001,11,OT,F,21,24
33158,11,18,2001,11,OT,M,21,22
33160,11,18,2001,11,OT,F,21,24
33692,3,14,2002,11,OT,F,21,29
34330,6,16,2002,11,OT,M,20,23
34903,10,6,2002,11,OT,F,20,33
35091,11,10,2002,11,OT,F,20,21
35097,11,10,2002,11,OT,M,19,26
35330,12,8,2002,11,OT,F,19,23
30243,1,10,2000,11,DO,M,35,51
33162,11,18,2001,11,DO,F,35,42
33163,11,18,2001,11,DO,M,37,51
33515,2,10,2002,11,DO,F,35,46
33518,2,10,2002,11,DO,M,35,55
33690,3,14,2002,11,DO,M,35,63
33693,3,14,2002,11,DO,M,37,54
33694,3,14,2002,11,DO,F,36,54
33775,4,16,2002,11,DO,M,35,34
33776,4,16,2002,11,DO,F,33,46
33777,4,16,2002,11,DO,M,35,61
33778,4,16,2002,11,DO,M,35,34
33781,4,16,2002,11,DO,F,36,56
34106,5,16,2002,11,DO,M,37,52
34108,5,16,2002,11,DO,M,35,37
34109,5,16,2002,11,DO,M,34,56
34110,5,16,2002,11,DO,F,32,45
34114,5,16,2002,11,DO,F,35,37
34327,6,16,2002,11,DO,M,33,41
34328,6,16,2002,11,DO,M,36,49
34331,6,16,2002,11,DO,F,33,40
34332,6,16,2002,11,DO,M,36,43
34335,6,16,2002,11,DO,F,35,44
34582,7,14,2002,11,DO,M,36,42
34584,7,14,2002,11,DO,F,34,45
34585,7,14,2002,11,DO,M,37,52
34587,7,14,2002,11,DO,M,35,54
34593,7,14,2002,11,DO,F,35,39
34716,9,10,2002,11,DO,F,34,62
34905,10,6,2002,11,DO,M,32,32
34906,10,6,2002,11,DO,F,34,50
35093,11,10,2002,11,DO,M,37,62
35096,11,10,2002,11,DO,F,33,56
35326,12,8,2002,11,DO,F,33,53
35335,12,8,2002,11,DO,F,32,59
35516,12,31,2002,11,DO,F,35,52
35518,12,31,2002,11,DO,M,36,38
35090,11,10,2002,11,OL,M,21,27
35328,12,8,2002,11,OL,M,21,27
30377,2,6,2000,11,PB,F,26,31
30381,2,6,2000,11,PB,M,26,33
30524,3,5,2000,11,PB,F,26,31
30680,4,31,2000,11,PB,F,26,22
30684,4,31,2000,11,PB,M,26,23
30851,6,4,2000,11,PB,F,26,25
31018,7,2,2000,11,PB,F,27,33
31025,7,2,2000,11,PB,F,26,20
31307,8,26,2000,11,PB,M,25,27
31309,8,26,2000,11,PB,F,26,31
31310,8,26,2000,11,PB,F,25,30
31313,8,26,2000,11,PB,M,27,30
31462,9,31,2000,11,PB,F,26,30
31463,9,31,2000,11,PB,M,27,30
31464,9,31,2000,11,PB,F,26,29
31466,9,31,2000,11,PB,F,26,28
31581,11,26,2000,11,PB,M,26,28
31831,3,4,2001,11,PB,F,26,29
31897,3,25,2001,11,PB,M,27,37
32289,7,22,2001,11,PB,M,27,26
32517,8,26,2001,11,PB,F,26,21
32518,8,26,2001,11,PB,M,27,31
32522,8,26,2001,11,PB,M,25,18
32528,8,26,2001,11,PB,F,28,30
32732,9,23,2001,11,PB,F,27,32
32738,9,23,2001,11,PB,M,26,20
32740,9,23,2001,11,PB,F,27,29
32741,9,23,2001,11,PB,M,27,32
32742,9,23,2001,11,PB,F,26,26
32945,10,14,2001,11,PB,F,27,30
32946,10,14,2001,11,PB,F,27,31
32947,10,14,2001,11,PB,M,27,31
32954,10,14,2001,11,PB,M,27,32
33159,11,18,2001,11,PB,M,28,32
33164,11,18,2001,11,PB,F,27,29
33167,11,18,2001,11,PB,M,27,32
33168,11,18,2001,11,PB,F,27,27
33691,3,14,2002,11,PB,F,27,30
33779,4,16,2002,11,PB,F,26,31
34105,5,16,2002,11,PB,F,26,31
34586,7,14,2002,11,PB,F,27,33
34901,10,6,2002,11,PB,F,26,34
35094,11,10,2002,11,PB,F,27,33
35322,12,8,2002,11,PB,F,26,32
35331,12,8,2002,11,PB,M,26,32
35333,12,8,2002,11,PB,F,25,26
30204,1,8,2000,20,NL,F,35,174
30495,3,4,2000,20,NL,F,35,160
30496,3,4,2000,20,NL,F,34,208
30782,6,3,2000,20,NL,F,33,170
30967,7,1,2000,20,NL,F,33,174
31426,9,30,2000,20,NL,F,33,184
31554,11,25,2000,20,NL,F,29,158
31817,3,3,2001,20,NL,M,30,109
31977,4,21,2001,20,NL,F,33,218
32077,5,26,2001,20,NL,M,31,115
32080,5,26,2001,20,NL,F,32,205
32082,5,26,2001,20,NL,F,33,200
32224,6,25,2001,20,NL,F,35,168
32657,9,22,2001,20,NL,F,28,191
33084,11,17,2001,20,NL,F,35,96
33085,11,17,2001,20,NL,F,33,186
33635,3,13,2002,20,NL,F,33,204
33924,4,17,2002,20,NL,F,32,170
34022,5,15,2002,20,NL,F,31,171
34277,6,15,2002,20,NL,F,31,164
34690,9,8,2002,20,NL,F,33,202
34860,10,5,2002,20,NL,F,32,190
35459,12,29,2002,20,NL,F,29,148
34855,10,5,2002,20,DM,M,37,36
32218,6,25,2001,20,PF,F,16,8
32222,6,25,2001,20,PE,M,20,12
32886,10,13,2001,20,PE,F,20,19
33080,11,17,2001,20,PE,F,20,21
33081,11,17,2001,20,PE,M,20,22
33293,12,15,2001,20,PE,F,20,22
34497,7,13,2002,20,PE,M,21,15
35063,11,9,2002,20,PE,F,20,24
30201,1,8,2000,20,PP,F,22,17
30334,2,5,2000,20,PP,F,22,17
30336,2,5,2000,20,PP,M,22,19
30492,3,4,2000,20,PP,F,23,17
30494,3,4,2000,20,PP,F,22,14
30638,4,30,2000,20,PP,F,22,20
30639,4,30,2000,20,PP,M,22,18
30778,6,3,2000,20,PP,M,22,11
30780,6,3,2000,20,PP,M,22,18
30781,6,3,2000,20,PP,F,22,16
30961,7,1,2000,20,PP,M,22,11
30962,7,1,2000,20,PP,F,21,11
30965,7,1,2000,20,PP,M,21,13
30966,7,1,2000,20,PP,F,23,18
31152,7,22,2000,20,PP,F,22,17
31153,7,22,2000,20,PP,F,24,17
31155,7,22,2000,20,PP,F,22,15
31257,8,25,2000,20,PP,F,23,16
31886,3,24,2001,20,PP,M,22,21
32219,6,25,2001,20,PP,M,22,16
32223,6,25,2001,20,PP,F,22,20
32462,8,25,2001,20,PP,F,23,20
32463,8,25,2001,20,PP,F,22,17
32468,8,25,2001,20,PP,F,22,21
32469,8,25,2001,20,PP,F,22,18
32471,8,25,2001,20,PP,M,22,18
32658,9,22,2001,20,PP,M,22,15
32661,9,22,2001,20,PP,F,22,18
34491,7,13,2002,20,PP,F,23,15
34496,7,13,2002,20,PP,M,22,13
35276,12,7,2002,20,PP,F,22,15
33294,12,15,2001,20,SH,M,25,43
31421,9,30,2000,20,OT,M,21,26
31423,9,30,2000,20,OT,F,20,29
31654,12,22,2000,20,OT,M,21,24
32461,8,25,2001,20,OT,F,21,20
32654,9,22,2001,20,OT,M,20,20
33488,2,9,2002,20,OT,F,20,24
34019,5,15,2002,20,OT,F,21,26
35064,11,9,2002,20,OT,M,19,13
35269,12,7,2002,20,OT,M,20,23
31552,11,25,2000,20,RM,M,18,9
31818,3,3,2001,20,RM,M,17,11
33297,12,15,2001,20,RM,M,16,11
33298,12,15,2001,20,RM,F,16,8
33483,2,9,2002,20,RM,M,18,10
34015,5,15,2002,20,RM,M,18,10
30202,1,8,2000,20,PB,M,25,24
30203,1,8,2000,20,PB,M,26,42
30333,2,5,2000,20,PB,M,25,26
30335,2,5,2000,20,PB,M,26,47
30337,2,5,2000,20,PB,M,25,23
30491,3,4,2000,20,PB,F,25,37
30493,3,4,2000,20,PB,M,27,45
30640,4,30,2000,20,PB,M,26,34
30777,6,3,2000,20,PB,F,25,37
30779,6,3,2000,20,PB,F,26,17
30963,7,1,2000,20,PB,M,26,39
30964,7,1,2000,20,PB,F,26,39
31154,7,22,2000,20,PB,M,26,39
31156,7,22,2000,20,PB,F,26,35
31258,8,25,2000,20,PB,F,26,35
31259,8,25,2000,20,PB,F,26,22
31422,9,30,2000,20,PB,M,23,16
31424,9,30,2000,20,PB,F,25,26
31425,9,30,2000,20,PB,F,27,25
31553,11,25,2000,20,PB,F,23,27
31746,1,21,2001,20,PB,F,27,29
31816,3,3,2001,20,PB,F,26,30
31973,4,21,2001,20,PB,M,26,39
31974,4,21,2001,20,PB,F,25,37
31976,4,21,2001,20,PB,M,26,38
32076,5,26,2001,20,PB,F,27,35
32078,5,26,2001,20,PB,M,26,25
32079,5,26,2001,20,PB,F,27,32
32215,6,25,2001,20,PB,M,26,20
32216,6,25,2001,20,PB,F,27,37
32217,6,25,2001,20,PB,M,27,29
