"","Master.Incident.Number","Response.Date","Response.Type","Location.Name","Responding.Unit","Location.Address"
"8722","071116-0896",2016-07-11 23:01:00,"SVC","","E1","125 Se 16th Av
(29.630152, -82.325591)"
"8723","071116-0873",2016-07-11 22:23:00,"EMS","","E3","815 Ne 11th Av
(29.662003, -82.315436)"
"8724","071116-0867",2016-07-11 22:13:00,"EMS","Sunset Apartments (nw)","E5","1500 Nw 12th St
(29.665691, -82.337325)"
"8725","071116-0868",2016-07-11 22:13:00,"EMS","","E2","2639 Sw 33rd Pl
(29.620497, -82.362311)"
"8726","071116-0857",2016-07-11 21:59:00,"EMS","","SQ2","4140 Sw 17th Pl
(29.636438, -82.386083)"
"8727","071116-0837",2016-07-11 21:34:00,"FIRE","","TW1","2912 Ne 16th Dr
(29.679321, -82.304984)"
"8728","071116-0825",2016-07-11 21:18:00,"EMS","ARC 35th ter (group home)","E4","1414 Nw 35th Ter
(29.665891, -82.375127)"
"8729","071116-0811",2016-07-11 21:02:00,"EMS","Hidden Village Apartments","E2","2725 Sw 27th Av
(29.62561, -82.364468)"
"8730","071116-0800",2016-07-11 20:41:00,"EMS","Gator Tales of Gainesville","Q8","5112 Nw 34th Blvd
(29.70245, -82.367368)"
"8731","071116-0787",2016-07-11 20:22:00,"EMS","Dignity Campgrounds","E3","3035 Ne 28th Dr
(29.677242, -82.290818)"
"8732","071116-0784",2016-07-11 20:16:00,"EMS","GFR Station 1","SQ1","427 S Main St
(29.647532, -82.324641)"
"8733","071116-0767",2016-07-11 19:53:00,"FIRE","","E5","Nw 10th Av / Nw 16th St
(29.661242, -82.342397)"
"8734","071116-0764",2016-07-11 19:51:00,"EMS","Meridian Transitions","E2","3807 Sw 34th St
(29.618288, -82.371971)"
"8735","071116-0754",2016-07-11 19:34:00,"ALM","DOJ Dept of the Jail","TW1","3333 Ne 39th Av
(29.679163, -82.27795)"
"8736","071116-0751",2016-07-11 19:31:00,"EMS","Walgreens Pharmacy (eua/ waldo Rd)","E3","1120 E University Av
(29.652431, -82.310334)"
"8737","071116-0739",2016-07-11 19:20:00,"EMS","St Francis House","E1","413 S Main St
(29.648078, -82.32461)"
"8738","071116-0725",2016-07-11 19:06:00,"EMS","Xtra Beverage","SQ1","119 Ne 16th Av
(29.666166, -82.323366)"
"8739","071116-0711",2016-07-11 18:40:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"8740","071116-0700",2016-07-11 18:32:00,"EMS","","E4","3941 Sw 5th Pl
(29.646959, -82.38412)"
"8741","071116-0697",2016-07-11 18:30:00,"EMS","Circle K (3520 newr)","E3","3520 Ne Waldo Rd
(29.684926, -82.289832)"
"8742","071116-0678",2016-07-11 18:13:00,"SVC","","Q8","5621 Nw 26th St
(29.706425, -82.360767)"
"8743","071116-0661",2016-07-11 17:58:00,"EMS","GFR Station 8","Q8","3223 Nw 42nd Av
(29.692178, -82.370579)"
"8744","071116-0659",2016-07-11 17:57:00,"EMS","Brighton Park Apartments","E2","4415 Sw 34th St
(29.613064, -82.368763)"
"8745","071116-0656",2016-07-11 17:56:00,"EMS","Tacachale Health Clinic - HCF","E3","1950 23RD ST NE
(29.669776, -82.295126)"
"8746","071116-0636",2016-07-11 17:34:00,"FIRE","McAlisters Deli (60th)","E4","618 Nw 60th St
(29.658409, -82.407072)"
"8747","071116-0631",2016-07-11 17:31:00,"FIRE","","E3","821 24TH ST NE
(29.660044, -82.293468)"
"8748","071116-0581",2016-07-11 16:36:00,"EMS","BP Station 16th Av","SQ1","334 Sw 16th Av
(29.636652, -82.329315)"
"8749","071116-0571",2016-07-11 16:22:00,"EMS","","E5","2831 Ne 11th Dr
(29.678661, -82.311845)"
"8750","071116-0569",2016-07-11 16:21:00,"EMS","","E3","8TH / NE 12TH ST NE
AV
(29.659317, -82.309808)"
"8751","071116-0557",2016-07-11 16:10:00,"EMS","","SQ1","807 Sw 2nd Ter
(29.644797, -82.32714)"
"8752","071116-0532",2016-07-11 15:23:00,"EMS","Oak Hammock 2660 SW 53rd Ln SNF - HCF","SQ2","2660 Sw 53rd Ln
(29.604486, -82.360958)"
"8753","071116-0527",2016-07-11 15:19:00,"EMS","","E5","Ne 39th Av / N Main St
(29.688417, -82.319368)"
"8754","071116-0521",2016-07-11 15:11:00,"EMS","Hickory Place Apartments","E2","2323 Sw 35th Pl
(29.619453, -82.357126)"
"8755","071116-0506",2016-07-11 14:58:00,"ALM","Kappa Kappa Gamma","TW1","401 Sw 13th St
(29.648092, -82.338906)"
"8756","071116-0477",2016-07-11 14:19:00,"SVC","","E4","1531 Nw 54th Dr
(29.66693, -82.400438)"
"8757","071116-0448",2016-07-11 13:40:00,"EMS","Gainesville Animal Hospital 6th St","SQ1","2838 Nw 6th St
(29.678478, -82.331001)"
"8758","071116-0439",2016-07-11 13:27:00,"EMS","","E7","Nw 34th St / Nw 39th Av
(29.688629, -82.372304)"
"8759","071116-0376",2016-07-11 12:12:00,"HAZ","WUA","E1","1604 W University Av
(29.652064, -82.343267)"
"8760","071116-0354",2016-07-11 11:56:00,"EMS","Dr Jones - HCF","E4","4343 Newberry Rd
(29.654607, -82.388899)"
"8761","071116-0347",2016-07-11 11:50:00,"ALM","Peaceful Path","TW1","2150 Nw 55th Av
(29.704269, -82.352736)"
"8762","071116-0343",2016-07-11 11:47:00,"EMS","Publix, N Main St.","SQ1","1302 N Main St
(29.663905, -82.325476)"
"8763","071116-0324",2016-07-11 11:36:00,"EMS","","Q8","4925 Nw 21st St
(29.699935, -82.351184)"
"8764","071116-0293",2016-07-11 11:03:00,"EMS","MLK Gym","E3","1028 14TH ST NE
(29.660918, -82.306997)"
"8765","071116-0216",2016-07-11 09:08:00,"ALM","","TW1","1221 Sw 3rd Av
(29.6493, -82.337561)"
"8766","071116-0192",2016-07-11 08:36:00,"FIRE","NE BLVD","TW1","911 Ne Boulevard
(29.660146, -82.321629)"
"8767","071116-0187",2016-07-11 08:30:00,"ALM","Jasmine Cottage","TW1","2125 20TH AV NE
(29.669907, -82.297213)"
"8768","071116-0185",2016-07-11 08:27:00,"HAZ","","E4","3853 Nw 13th Pl
(29.664654, -82.382574)"
"8769","071116-0181",2016-07-11 08:22:00,"FIRE","","Q8","4102 Nw 30th Ter
(29.691053, -82.367934)"
"8770","071116-0178",2016-07-11 08:20:00,"EMS","Park Meadows -HCF","TW2","3250 Sw 41st Pl
(29.616024, -82.37026)"
"8771","071116-0171",2016-07-11 08:08:00,"EMS","Lilac Cottage A-Tacachale -HCF","E3","1951 23RD ST NE
(29.67031, -82.294439)"
"8772","071116-0158",2016-07-11 07:49:00,"EMS","","E5","Nw 13th St / Nw 55th Pl
(29.705015, -82.345703)"
"8773","071116-0125",2016-07-11 06:31:00,"EMS","Hunters Run Apartments","E2","2600 Sw Williston Rd
(29.61233, -82.360139)"
"8774","071116-0118",2016-07-11 05:41:00,"EMS","Pine Meadows Apartments","E3","2626 E University Av
(29.652578, -82.290934)"
"8775","071116-0034",2016-07-11 01:18:00,"EMS","Arbor Parks Apartments","SQ1","309 Sw 16th Av
(29.635643, -82.329493)"
"8776","071116-0010",2016-07-11 00:14:00,"EMS","","SQ1","1201 Nw 6th St
(29.663072, -82.330609)"
"8777","071016-0794",2016-07-10 23:31:00,"EMS","Parkland Rehab -HCF","E2","1000 Sw 16th Av
(29.637132, -82.33607)"
"8778","071016-0774",2016-07-10 22:58:00,"HAZ","","HZ2","3012 Ne 10th St
(29.680585, -82.314017)"
"8779","071016-0749",2016-07-10 22:11:00,"EMS","","E3","1009 Ne 25th St
(29.661614, -82.291774)"
"8780","071016-0742",2016-07-10 21:56:00,"HAZ","","Q8","Nw 34th St / Nw 39th Av
(29.688629, -82.372304)"
"8781","071016-0736",2016-07-10 21:51:00,"ALM","St Francis House","TW1","413 S Main St
(29.648078, -82.32461)"
"8782","071016-0716",2016-07-10 21:21:00,"EMS","Brookdale Assisted Living Hunters Crossing Apt (13","E7","4601 Nw 53rd Av
(29.702147, -82.391597)"
"8783","071016-0715",2016-07-10 21:21:00,"EMS","","E1","Sw 2nd Av / Sw 6th St
(29.650274, -82.330837)"
"8784","071016-0708",2016-07-10 21:10:00,"EMS","","E3","3022 Ne 18th Dr
(29.680783, -82.300558)"
"8785","071016-0705",2016-07-10 21:06:00,"EMS","3511 SW 29TH TER  (Apt C)","E2","3511 Sw 29th Ter
(29.618479, -82.366222)"
"8786","071016-0680",2016-07-10 20:40:00,"EMS","","E5","Nw 13th St / Nw 19th Ln
(29.670257, -82.339151)"
"8787","071016-0669",2016-07-10 20:25:00,"EMS","","E3","112 Se 26th St
(29.650331, -82.290972)"
"8788","071016-0667",2016-07-10 20:23:00,"EMS","","E2","Sw 13th St / Sw 16th Av
(29.636457, -82.339354)"
"8789","071016-0665",2016-07-10 20:21:00,"EMS","","E4","2261 Sw 2nd Av
(29.65037, -82.355153)"
"8790","071016-0659",2016-07-10 20:09:00,"EMS","Gainesville Healthcare - HCF","SQ2","4842 Sw Archer Rd
(29.612967, -82.395203)"
"8791","071016-0630",2016-07-10 19:28:00,"EMS","Campus Club Apartments","TW2","4000 Sw 37th Blvd
(29.617153, -82.377679)"
"8792","071016-0619",2016-07-10 19:19:00,"EMS","","E3","1130 Se 19th St
(29.640436, -82.300467)"
"8793","071016-0617",2016-07-10 19:18:00,"ALM","Hilton Hotel","TW2","1714 Sw 34th St
(29.637498, -82.372474)"
"8794","071016-0568",2016-07-10 17:56:00,"EMS","Village Green Apartments","E3","3101 Ne 15th St
(29.682637, -82.3051)"
"8795","071016-0557",2016-07-10 17:43:00,"EMS","Bivens Cove Apartments","E2","3301 Sw 13th St
(29.622137, -82.337474)"
"8796","071016-0537",2016-07-10 17:21:00,"EMS","Tacachale -HCF","E3","1621 Ne Waldo Rd
(29.672632, -82.29589)"
"8797","071016-0528",2016-07-10 16:59:00,"EMS","","SQ1","1420 Se 23rd Av
(29.631191, -82.307101)"
"8798","071016-0514",2016-07-10 16:41:00,"EMS","Starbucks (IFO -Oaks Mall)","SQ2","6707 W Newberry Rd
(29.659166, -82.414237)"
"8799","071016-0481",2016-07-10 16:00:00,"EMS","Davids BBQ (ne 23rd)","E5","521 Ne 23rd Av
(29.673447, -82.319987)"
"8800","071016-0452",2016-07-10 15:22:00,"EMS","Frederick Gardens Apts","TW2","1130 Sw 16th Av
(29.637322, -82.337027)"
"8801","071016-0449",2016-07-10 15:20:00,"EMS","","Q8","2338 65TH PL NW
(29.714953, -82.360637)"
"8802","071016-0448",2016-07-10 15:19:00,"EMS","DOJ Dept of the Jail","E3","3333 39TH AV NE
(29.679163, -82.27795)"
"8803","071016-0435",2016-07-10 14:58:00,"FIRE","Dollar Tree (35th Blvd)","E2","3550 Sw Archer Rd
(29.626424, -82.376355)"
"8804","071016-0426",2016-07-10 14:40:00,"EMS","","SQ1","1308 Se 1st Av
(29.651212, -82.308303)"
"8805","071016-0424",2016-07-10 14:39:00,"ALM","Eden Park Apts","TW1","1350 Ne 39th Av
(29.688681, -82.308037)"
"8806","071016-0394",2016-07-10 13:35:00,"EMS","Granada Apartments","E5","1800 Nw 4th St
(29.668426, -82.329413)"
"8807","071016-0377",2016-07-10 13:00:00,"SVC","Publix, The Exchange","E5","3720 Nw 13th St
(29.687245, -82.340583)"
"8808","071016-0365",2016-07-10 12:45:00,"HAZ","","HZ2","75 Off Ramp
(29.659646, -82.418112)"
"8809","071016-0268",2016-07-10 09:45:00,"SVC","Windsor Park apartments","E2","3705 Sw 27th St
(29.616955, -82.362093)"
"8810","071016-0260",2016-07-10 09:32:00,"FIRE","Gainesville Regional Airport Waldo Entrance","E5","3991 Ne Waldo Rd
(29.688244, -82.287043)"
"8811","071016-0255",2016-07-10 09:28:00,"EMS","","SQ1","741 Nw 8th St
(29.658679, -82.332521)"
"8812","071016-0254",2016-07-10 09:24:00,"EMS","","E3","2922 Ne 16th Ter
(29.679732, -82.304089)"
"8813","071016-0233",2016-07-10 08:53:00,"EMS","McDonalds (University)","SQ1","1030 E University Av
(29.65226, -82.312646)"
"8814","071016-0232",2016-07-10 08:51:00,"EMS","Gardenia Gardens Building B","E3","1731 Ne 8th Av
(29.658603, -82.302089)"
"8815","071016-0212",2016-07-10 07:47:00,"EMS","","SQ2","5423 Sw 4th Pl
(29.647905, -82.401316)"
"8816","071016-0198",2016-07-10 07:10:00,"EMS","JRS LOUNGE","E5","Nw 45th Av / Nw 6th St
(29.695781, -82.33527)"
"8817","071016-0192",2016-07-10 06:48:00,"EMS","Brookdale (frmr Emeritus)","SQ2","1001 Sw 62nd Blvd
(29.642145, -82.397365)"
"8818","071016-0173",2016-07-10 05:34:00,"SVC","","E5","2361 Nw 32nd Pl
(29.682474, -82.357404)"
"8819","071016-0171",2016-07-10 05:20:00,"EMS","","E1","319 Nw 16th Av
(29.666331, -82.328231)"
"8820","071016-0169",2016-07-10 05:10:00,"EMS","GPD Gainesville Police Department","SQ1","545 8TH AV NW
(29.659227, -82.330312)"
"8821","071016-0165",2016-07-10 05:07:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"8822","071016-0141",2016-07-10 03:56:00,"EMS","GFR Station 1","SQ1","427 S Main St
(29.647532, -82.324641)"
"8823","071016-0136",2016-07-10 03:46:00,"EMS","Arbor House Motherhood Community","E5","2618 Nw 6th St
(29.677423, -82.331173)"
"8824","071016-0129",2016-07-10 03:35:00,"SVC","","E4","Nw 34th St / W University Av
(29.652086, -82.372389)"
"8825","071016-0118",2016-07-10 03:06:00,"EMS","Hunters Crossing Apartments","E7","4830 Nw 43rd St
(29.699235, -82.390421)"
"8826","071016-0092",2016-07-10 02:17:00,"EMS","Midtown","E1","1700 W University Av
(29.652231, -82.344852)"
"8827","071016-0064",2016-07-10 01:38:00,"EMS","","E4","Nw 34th St / W University Av
(29.652086, -82.372389)"
"8828","071016-0047",2016-07-10 01:10:00,"EMS","St Francis House","SQ1","413 S Main St
(29.648078, -82.32461)"
"8829","071016-0024",2016-07-10 00:35:00,"EMS","Parkland Rehab -HCF","E2","1000 Sw 16th Av
(29.637132, -82.33607)"
"8830","070916-0926",2016-07-09 23:27:00,"EMS","Circle K (3901swar)","SQ2","3901 Sw Archer Rd
(29.618422, -82.382942)"
"8831","070916-0904",2016-07-09 22:57:00,"EMS","","E1","Sw 6th St / Sw Depot Av
(29.643556, -82.331162)"
"8832","070916-0891",2016-07-09 22:50:00,"EMS","","SQ2","4103 Sw 17th Pl
(29.635986, -82.385054)"
"8833","070916-0878",2016-07-09 22:34:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"8834","070916-0876",2016-07-09 22:33:00,"EMS","Palmetto Creek Apartments","Q8","2114 Nw 55th Blvd
(29.70582, -82.352091)"
"8835","070916-0828",2016-07-09 21:53:00,"EMS","Munegins on 13th","E5","4005 Nw 13th St
(29.689689, -82.338636)"
"8836","070916-0809",2016-07-09 21:33:00,"ALM","Hilton Hotel","TW2","1714 Sw 34th St
(29.637498, -82.372474)"
"8837","070916-0800",2016-07-09 21:26:00,"FIRE","Dignity Campgrounds","E1","3035 Ne 28th Dr
(29.677242, -82.290818)"
"8838","070916-0791",2016-07-09 21:13:00,"EMS","Dogwood Cottage","SQ1","2531 Ne 23rd Pl
(29.672807, -82.292387)"
"8839","070916-0790",2016-07-09 21:13:00,"EMS","Juvenile Detention Center","E3","3440 Ne 39th Av
(29.678753, -82.27174)"
"8840","070916-0789",2016-07-09 21:11:00,"EMS","","E4","700 34TH ST NW
(29.657918, -82.37242)"
"8841","070916-0775",2016-07-09 20:58:00,"FIRE","","E4","Nw 34th St / Nw 8th Av
(29.659556, -82.372422)"
"8842","070916-0774",2016-07-09 20:57:00,"EMS","Sunset Apartments (nw)","E5","1500 Nw 12th St
(29.665691, -82.337325)"
"8843","070916-0754",2016-07-09 20:31:00,"EMS","Whitney MHP (113)","E7","8401 Nw 13th St
(29.733262, -82.376951)"
"8844","070916-0717",2016-07-09 19:41:00,"ALM","NFRMC Womens Center","E4","6440 W Newberry Rd
(29.659613, -82.410908)"
"8845","070916-0675",2016-07-09 18:44:00,"SVC","Walmart Super Center (Waldo Rd)","E3","1800 Ne 12th Av
(29.663982, -82.300795)"
"8846","070916-0663",2016-07-09 18:29:00,"EMS","","E3","1123 Ne 25th St
(29.662367, -82.29181)"
"8847","070916-0641",2016-07-09 18:00:00,"EMS","Southfork Oaks","SQ2","2300 Sw 43rd St
(29.631264, -82.390311)"
"8848","070916-0625",2016-07-09 17:31:00,"FIRE","","TW1","120 Nw 10th St
(29.653129, -82.335127)"
"8849","070916-0597",2016-07-09 17:01:00,"EMS","Swamp Car Wash","E3","912 E University Av
(29.652265, -82.313889)"
"8850","070916-0594",2016-07-09 16:52:00,"EMS","","E3","1312 Ne 17th Av
(29.667825, -82.308009)"
"8851","070916-0555",2016-07-09 16:02:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"8852","070916-0532",2016-07-09 15:26:00,"EMS","","E4","1806 Nw 38th Ter
(29.669436, -82.381759)"
"8853","070916-0520",2016-07-09 15:09:00,"EMS","Paradise MHP","Q8","4546 Nw 13th St
(29.697101, -82.340116)"
"8854","070916-0509",2016-07-09 14:57:00,"ALM","Residence Inn by Marriott (I-75)","TW2","3275 Sw 40th Blvd
(29.623773, -82.389473)"
"8855","070916-0501",2016-07-09 14:46:00,"EMS","Tacachale -HCF","E3","1621 Ne Waldo Rd
(29.672632, -82.29589)"
"8856","070916-0496",2016-07-09 14:41:00,"EMS","","E5","Ne 45th Pl / Ne 15th St
(29.695327, -82.305761)"
"8857","070916-0492",2016-07-09 14:38:00,"EMS","","E5","Ne 45th Pl / Ne 15th St
(29.695327, -82.305761)"
"8858","070916-0470",2016-07-09 14:06:00,"EMS","SEHR","E3","1500 Se Hawthorne Rd
(29.651216, -82.305839)"
"8859","070916-0448",2016-07-09 13:45:00,"ALM","Woodlands of Gainesville Bld02","TW2","5155 13TH PL SW
(29.641036, -82.396324)"
"8860","070916-0447",2016-07-09 13:44:00,"EMS","High Rise","SQ1","400 Nw 1st Av
(29.65291, -82.328767)"
"8861","070916-0425",2016-07-09 12:55:00,"EMS","UF Flavet Field","E4","605 Woodlawn Dr
(29.646622, -82.355392)"
"8862","070916-0415",2016-07-09 12:47:00,"EMS","","SQ1","2513 Nw 6th St
(29.676092, -82.33046)"
"8863","070916-0379",2016-07-09 11:57:00,"EMS","Grace Marketplace","E7","3055 Ne 28th Dr
(29.679606, -82.286588)"
"8864","070916-0340",2016-07-09 10:42:00,"EMS","Highland Estates","E5","2839 Ne 9th St
(29.678879, -82.314542)"
"8865","070916-0298",2016-07-09 09:35:00,"EMS","Quest Diagnostics (SW 8th)","E5","825 Nw 23rd Av
(29.673329, -82.333885)"
"8866","070916-0289",2016-07-09 09:19:00,"EMS","Stadium UF Football","E2","1910 Stadium Rd
(29.648628, -82.347977)"
"8867","070916-0281",2016-07-09 09:02:00,"HAZ","","Q8","Nw 53rd Av / Nw 34th Blvd
(29.703331, -82.363764)"
"8868","070916-0249",2016-07-09 08:11:00,"EMS","","E3","2213 Ne 8th St
(29.673245, -82.315477)"
"8869","070916-0240",2016-07-09 07:44:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"8870","070916-0192",2016-07-09 05:27:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"8871","070916-0184",2016-07-09 04:55:00,"EMS","","E3","412 Se 12th Ter
(29.647932, -82.309863)"
"8872","070916-0159",2016-07-09 03:56:00,"EMS","Hickory Place Apartments","E2","2323 Sw 35th Pl
(29.619453, -82.357126)"
"8873","070916-0114",2016-07-09 02:31:00,"EMS","Village Crossing Apartments","E3","501 Se 18th St
(29.647885, -82.301542)"
"8874","070916-0099",2016-07-09 02:06:00,"EMS","Oxford Terrace 2 Apartments","SQ1","921 Sw Depot Av
(29.642782, -82.33419)"
"8875","070916-0017",2016-07-09 00:21:00,"EMS","","SQ2","4100 Sw 17th Pl
(29.636428, -82.385072)"
"8876","070816-0925",2016-07-08 22:48:00,"EMS","","E2","Sw Williston Rd / Sw 34th St
(29.60377, -82.370913)"
"8877","070816-0888",2016-07-08 22:09:00,"EMS","","E3","2605 Ne 11th Pl
(29.662887, -82.289898)"
"8878","070816-0860",2016-07-08 21:47:00,"EMS","Winn Dixie NMS","E5","2500 N Main St
(29.675841, -82.321992)"
"8879","070816-0836",2016-07-08 21:19:00,"EMS","","TW2","3320 Sw 32nd Ter
(29.622632, -82.370988)"
"8880","070816-0832",2016-07-08 21:15:00,"EMS","Gator Pond","SQ1","1455 Stadium Rd
(29.648606, -82.341476)"
"8881","070816-0829",2016-07-08 21:12:00,"EMS","BallyHoo Grill","E4","3700 W University Av
(29.651979, -82.379773)"
"8882","070816-0807",2016-07-08 20:54:00,"EMS","Sawamura Japenese Steakhouse 13TH","E2","1624 Sw 13th St
(29.635665, -82.339666)"
"8883","070816-0774",2016-07-08 20:14:00,"EMS","Tipton Apartments","E2","1626 Sw 14th St
(29.635591, -82.34057)"
"8884","070816-0752",2016-07-08 19:46:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"8885","070816-0751",2016-07-08 19:46:00,"EMS","Wyndham Garden","E2","2900 Sw 13th St
(29.62376, -82.340216)"
"8886","070816-0709",2016-07-08 19:00:00,"EMS","Florida Gymnasium","SQ1","1864 Stadium Rd
(29.648621, -82.347145)"
"8887","070816-0680",2016-07-08 18:29:00,"EMS","Publix, N Main St.","SQ1","1302 N Main St
(29.663905, -82.325476)"
"8888","070816-0678",2016-07-08 18:28:00,"EMS","Bella Vista Village Apartment","E5","110 Nw 39th Av
(29.691497, -82.32672)"
"8889","070816-0663",2016-07-08 18:12:00,"EMS","","E2","Sw Archer Rd / Sw 13th St
(29.641876, -82.339323)"
"8890","070816-0648",2016-07-08 17:58:00,"EMS","","E5","2922 Ne 16th Ter
(29.679732, -82.304089)"
"8891","070816-0626",2016-07-08 17:31:00,"EMS","Pinkys SMS Food Store","SQ1","404 S MAIN ST
(29.648065, -82.325644)"
"8892","070816-0624",2016-07-08 17:31:00,"FIRE","","E3","Se 13th St / Se 2nd Av
(29.650084, -82.30868)"
"8893","070816-0593",2016-07-08 16:47:00,"EMS","Shands Medical Plaza -HCF","E2","2000 Sw Archer Rd
(29.636934, -82.350372)"
"8894","070816-0550",2016-07-08 15:46:00,"ALM","","E2","81 Se 14th Ln
(29.632383, -82.321608)"
"8895","070816-0540",2016-07-08 15:35:00,"HAZ","","E7","5270 Nw 36th Ct
(29.703102, -82.377644)"
"8896","070816-0487",2016-07-08 14:27:00,"EMS","","E3","Se 7th St / Se 4th Av
(29.648242, -82.317908)"
"8897","070816-0480",2016-07-08 14:15:00,"EMS","Planned Parenthood (13th)","E5","914 Nw 13th St
(29.660745, -82.339534)"
"8898","070816-0459",2016-07-08 13:50:00,"EMS","Dignity Campgrounds","E3","3035 Ne 28th Dr
(29.677242, -82.290818)"
"8899","070816-0438",2016-07-08 13:27:00,"EMS","Park Meadows -HCF","TW2","3250 Sw 41st Pl
(29.616024, -82.37026)"
"8900","070816-0419",2016-07-08 13:08:00,"EMS","Holiday Inn University Av","SQ1","1250 W University Av
(29.652421, -82.338565)"
"8901","070816-0401",2016-07-08 12:49:00,"EMS","Millhopper Pines Apartments","E7","1925 Nw 43rd St
(29.670978, -82.388536)"
"8902","070816-0400",2016-07-08 12:48:00,"EMS","museum of natural history)Powell Hall (FLMNH)","E4","3215 Hull Rd
(29.637646, -82.369533)"
"8903","070816-0390",2016-07-08 12:32:00,"EMS","","Q8","6428 33RD TER NW
(29.713954, -82.37198)"
"8904","070816-0384",2016-07-08 12:26:00,"EMS","Chelsea Apartments","E5","2510 Ne 9th St
(29.675557, -82.315646)"
"8905","070816-0377",2016-07-08 12:19:00,"EMS","","E3","2607 Ne 54th St
(29.675486, -82.260255)"
"8906","070816-0337",2016-07-08 11:31:00,"EMS","St Francis House","E3","413 S Main St
(29.648078, -82.32461)"
"8907","070816-0329",2016-07-08 11:24:00,"EMS","Archer Court Apartments","E2","3001 Sw Archer Rd
(29.62917, -82.367105)"
"8908","070816-0318",2016-07-08 11:07:00,"EMS","","E1","Ne Waldo Rd / Ne 16th Av
(29.666488, -82.301794)"
"8909","070816-0306",2016-07-08 10:55:00,"EMS","","E7","2070 Ne Waldo Rd
(29.671349, -82.298484)"
"8910","070816-0297",2016-07-08 10:44:00,"EMS","Reitz Union","E2","655 Reitz Union Dr
(29.646205, -82.348336)"
"8911","070816-0287",2016-07-08 10:38:00,"EMS","Northeast Pool","E3","1100 14TH ST NE
(29.661871, -82.307527)"
"8912","070816-0244",2016-07-08 09:57:00,"EMS","","E3","1516 Se 12th Av
(29.640459, -82.305207)"
"8913","070816-0240",2016-07-08 09:53:00,"ALM","Shands Hospital -MCF","TW2","1600 Sw Archer Rd
(29.6398, -82.34271)"
"8914","070816-0215",2016-07-08 09:04:00,"EMS","Atrium at Gville","E4","2431 Nw 41st St
(29.675146, -82.38446)"
"8915","070816-0206",2016-07-08 08:57:00,"HAZ","","Q8","Nw 34th Blvd / Nw 53rd Av
(29.703331, -82.363764)"
"8916","070816-0192",2016-07-08 08:24:00,"EMS","","E5","2446 Nw 15th Pl
(29.666296, -82.359632)"
"8917","070816-0185",2016-07-08 08:20:00,"EMS","Tacachale -HCF","E3","1621 Ne Waldo Rd
(29.672632, -82.29589)"
"8918","070816-0177",2016-07-08 08:07:00,"ALM","Shands Hospital -MCF","TW2","1600 Sw Archer Rd
(29.6398, -82.34271)"
"8919","070816-0154",2016-07-08 07:46:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"8920","070816-0149",2016-07-08 07:36:00,"EMS","Pinewood Cottage","E3","2242 Ne 21st Pl
(29.671611, -82.296348)"
"8921","070816-0144",2016-07-08 07:24:00,"EMS","Shands Patient Resource Center","E2","1430 Sw 13th St
(29.637658, -82.339318)"
"8922","070816-0135",2016-07-08 07:04:00,"EMS","","E5","4120 Nw 19th Dr
(29.690967, -82.349174)"
"8923","070816-0108",2016-07-08 05:12:00,"EMS","","E3","1611 Ne 8th Av
(29.659037, -82.30444)"
"8924","070816-0073",2016-07-08 02:43:00,"FIRE","","Q1","1232 Sw 3rd Av
(29.649415, -82.338121)"
"8925","070816-0047",2016-07-08 01:36:00,"EMS","Dignity Campgrounds","E3","3035 Ne 28th Dr
(29.677242, -82.290818)"
"8926","070816-0043",2016-07-08 01:27:00,"EMS","Lakeside Residential 1184","E4","3041 Radio Rd
(29.64226, -82.367171)"
"8927","070816-0008",2016-07-08 00:19:00,"EMS","Addison Lane Apartments","SQ2","4117 Sw 20th Av
(29.633262, -82.386274)"
"8928","070816-0005",2016-07-08 00:12:00,"EMS","","Q8","36TH / NW 26TH ST NW
LN
(29.686662, -82.360335)"
"8929","070716-0998",2016-07-07 23:15:00,"EMS","Hickory Place Apartments","E2","2323 Sw 35th Pl
(29.619453, -82.357126)"
"8930","070716-0982",2016-07-07 22:48:00,"EMS","Circle K/Mobil (20 newr)","E3","20 Ne Waldo Rd
(29.652543, -82.311337)"
"8931","070716-0983",2016-07-07 22:48:00,"EMS","Lil Champ NW 39th Av","E5","2152 Nw 39th Av
(29.688895, -82.353884)"
"8932","070716-0947",2016-07-07 21:57:00,"EMS","","E5","3710 Ne 12th St
(29.686905, -82.310656)"
"8933","070716-0933",2016-07-07 21:40:00,"FIRE","ROADWAY","E2","2900 Sw Williston Rd
(29.607849, -82.365273)"
"8934","070716-0925",2016-07-07 21:27:00,"EMS","Walmart Super Center (Waldo Rd)","SQ1","1800 Ne 12th Av
(29.663982, -82.300795)"
