"YEAR","MONTH","DAY","TEMP","PRECIP","SEASON"
2001,12,16,70,0,"Fall"
2001,12,17,67.5,0,"Fall"
2001,12,18,58.5,0.12,"Fall"
2001,12,19,54.5,0,"Fall"
2001,12,20,52.5,0,"Fall"
2001,12,21,48.5,0,"Fall"
2001,12,22,52.5,0,"Fall"
2001,12,23,58.5,0.01,"Fall"
2001,12,24,56,0,"Fall"
2001,12,25,45.5,0,"Fall"
2001,12,26,41,0,"Fall"
2001,12,27,40.5,0,"Fall"
2001,12,28,48,0,"Fall"
2001,12,29,60.5,0,"Fall"
2001,12,30,52,0,"Fall"
2001,12,31,45,0,"Fall"
2002,1,1,44.5,0,"Winter"
2002,1,2,46.5,0.22,"Winter"
2002,1,3,39.5,0,"Winter"
2002,1,4,37.5,0,"Winter"
2002,1,5,42,0.01,"Winter"
2002,1,6,56,0.11,"Winter"
2002,1,7,45.5,0,"Winter"
2002,1,8,38,0,"Winter"
2002,1,9,43,0.01,"Winter"
2002,1,10,53,0,"Winter"
2002,1,11,55.5,0,"Winter"
2002,1,12,59.5,0,"Winter"
2002,1,13,49,0.15,"Winter"
2002,1,14,53,1.91,"Winter"
2002,1,15,52,0,"Winter"
2002,1,16,50,0,"Winter"
2002,1,17,55.5,0,"Winter"
2002,1,18,58.5,0,"Winter"
2002,1,19,64,0.09,"Winter"
2002,1,20,64.5,0,"Winter"
2002,1,21,67,0.31,"Winter"
2002,1,22,65,0,"Winter"
2002,1,23,66,0,"Winter"
2002,1,24,67.5,0,"Winter"
2002,1,25,68,0.4,"Winter"
2002,1,26,59,0,"Winter"
2002,1,27,61,0.01,"Winter"
2002,1,28,70.5,0.81,"Winter"
2002,1,29,71.5,0,"Winter"
2002,1,30,73.5,0,"Winter"
2002,1,31,73.5,0,"Winter"
2002,2,1,71,0,"Winter"
2002,2,2,60.5,0,"Winter"
2002,2,3,57.5,0,"Winter"
2002,2,4,48.5,0,"Winter"
2002,2,5,45.5,0,"Winter"
2002,2,6,60.5,0,"Winter"
2002,2,7,54,0.19,"Winter"
2002,2,8,48.5,0,"Winter"
2002,2,9,58.5,0,"Winter"
2002,2,10,63.5,0,"Winter"
2002,2,11,56.5,0,"Winter"
2002,2,12,54.5,0,"Winter"
2002,2,13,47.5,0.01,"Winter"
2002,2,14,58.5,0,"Winter"
2002,2,15,61.5,0,"Winter"
2002,2,16,62.5,0.03,"Winter"
2002,2,17,54.5,0,"Winter"
2002,2,18,48.5,0,"Winter"
2002,2,19,54,0,"Winter"
2002,2,20,64.5,0,"Winter"
2002,2,21,68,0,"Winter"
2002,2,22,63,0,"Winter"
2002,2,23,53.5,0.79,"Winter"
2002,2,24,52.5,0,"Winter"
2002,2,25,53.5,0,"Winter"
2002,2,26,57.5,0,"Winter"
2002,2,27,45,0,"Winter"
2002,2,28,39.5,0,"Winter"
2002,3,1,47,0,"Winter"
2002,3,2,68,0.45,"Winter"
2002,3,3,64.5,0.79,"Winter"
2002,3,4,43.5,0,"Winter"
2002,3,5,44,0,"Winter"
2002,3,6,52.5,0,"Winter"
2002,3,7,58,0,"Winter"
2002,3,8,67,0,"Winter"
2002,3,9,68,0,"Winter"
2002,3,10,62,0,"Winter"
2002,3,11,60,0,"Winter"
2002,3,12,69.5,0.29,"Winter"
2002,3,13,65.5,0.14,"Winter"
2002,3,14,63.5,0,"Winter"
2002,3,15,67,0,"Winter"
2002,3,16,73.5,0,"Winter"
2002,3,17,73,0,"Winter"
2002,3,18,73,0,"Winter"
2002,3,19,70.5,0,"Winter"
2002,3,20,72.5,0,"Winter"
2002,3,21,72,0,"Winter"
2002,3,22,60.5,0,"Winter"
2002,3,23,56,0,"Winter"
2002,3,24,62,0,"Winter"
2002,3,25,70.5,0,"Winter"
2002,3,26,72.5,0,"Winter"
2002,3,27,65.5,0.06,"Winter"
2002,3,28,63,0,"Winter"
2002,3,29,68,0,"Winter"
2002,3,30,72,0,"Winter"
2002,3,31,75.5,0.01,"Winter"
2002,4,1,73.5,0,"Spring"
2002,4,2,71.5,0.2,"Spring"
2002,4,3,69.5,0.06,"Spring"
2002,4,4,73,0,"Spring"
2002,4,5,61.5,0,"Spring"
2002,4,6,59.5,0,"Spring"
2002,4,7,61.5,0,"Spring"
2002,4,8,68,0,"Spring"
2002,4,9,69.5,0,"Spring"
2002,4,10,71.5,0.07,"Spring"
2002,4,11,72.5,0,"Spring"
2002,4,12,69.5,0.01,"Spring"
2002,4,13,72,0.37,"Spring"
2002,4,14,73,0,"Spring"
2002,4,15,71,0,"Spring"
2002,4,16,74,0.03,"Spring"
2002,4,17,74.5,0,"Spring"
2002,4,18,75,0,"Spring"
2002,4,19,75,0,"Spring"
2002,4,20,78,0,"Spring"
2002,4,21,79,0,"Spring"
2002,4,22,79,0,"Spring"
2002,4,23,74,0,"Spring"
2002,4,24,72.5,0,"Spring"
2002,4,25,77,0,"Spring"
2002,4,26,76,0,"Spring"
2002,4,27,79,0,"Spring"
2002,4,28,77.5,0,"Spring"
2002,4,29,79.5,0,"Spring"
2002,4,30,79,0,"Spring"
2002,5,1,77,0,"Spring"
2002,5,2,79,0,"Spring"
2002,5,3,82.5,0,"Spring"
2002,5,4,81.5,0,"Spring"
2002,5,5,78.5,0,"Spring"
2002,5,6,78,0,"Spring"
2002,5,7,75.5,0,"Spring"
2002,5,8,78,0,"Spring"
2002,5,9,79,0,"Spring"
2002,5,10,79.5,0,"Spring"
2002,5,11,78,0,"Spring"
2002,5,12,79,0,"Spring"
2002,5,13,79.5,0,"Spring"
2002,5,14,70,0.04,"Spring"
2002,5,15,68,0,"Spring"
2002,5,16,71.5,0,"Spring"
2002,5,17,80.5,0.03,"Spring"
2002,5,18,78.5,0.08,"Spring"
2002,5,19,64,1.56,"Spring"
2002,5,20,67,0,"Spring"
2002,5,21,65,0,"Spring"
2002,5,22,64.5,0,"Spring"
2002,5,23,69.5,0,"Spring"
2002,5,24,71,0,"Spring"
2002,5,25,73.5,0,"Spring"
2002,5,26,73,0,"Spring"
2002,5,27,72.5,0,"Spring"
2002,5,28,78,0,"Spring"
2002,5,29,77.5,0,"Spring"
2002,5,30,78,0.12,"Spring"
2002,5,31,77.5,0.84,"Spring"
2002,6,1,77,0,"Spring"
2002,6,2,83,0,"Spring"
2002,6,3,85.5,0,"Spring"
2002,6,4,83,0,"Spring"
2002,6,5,82,0,"Spring"
2002,6,6,81,0.47,"Spring"
2002,6,7,78.5,0,"Spring"
2002,6,8,79,0.05,"Spring"
2002,6,9,78.5,0.19,"Spring"
2002,6,10,76.5,0.15,"Spring"
2002,6,11,77.5,0.21,"Spring"
2002,6,12,79.5,0.01,"Spring"
2002,6,13,81.5,1.15,"Spring"
2002,6,14,82,0,"Spring"
2002,6,15,81.5,0,"Spring"
2002,6,16,78.5,0,"Spring"
2002,6,17,72,0.19,"Spring"
2002,6,18,72.5,0.05,"Spring"
2002,6,19,77,0.43,"Spring"
2002,6,20,78,0.15,"Spring"
2002,6,21,74,0.27,"Spring"
2002,6,22,72.5,1.08,"Spring"
2002,6,23,75.5,0.07,"Spring"
2002,6,24,77,0.01,"Spring"
2002,6,25,78.5,0.08,"Spring"
2002,6,26,79.5,0.01,"Spring"
2002,6,27,79.5,0.15,"Spring"
2002,6,28,80,1.87,"Spring"
2002,6,29,80,0.12,"Spring"
2002,6,30,77,0.63,"Spring"
2002,7,1,77,0.12,"Summer"
2002,7,2,78.5,0,"Summer"
2002,7,3,80,0.59,"Summer"
2002,7,4,78,0,"Summer"
2002,7,5,76,2.19,"Summer"
2002,7,6,79,0,"Summer"
2002,7,7,80,0,"Summer"
2002,7,8,79.5,1,"Summer"
2002,7,9,78,0.01,"Summer"
2002,7,10,78.5,0.09,"Summer"
2002,7,11,78.5,0,"Summer"
2002,7,12,79.5,0.13,"Summer"
2002,7,13,77,0.1,"Summer"
2002,7,14,82.5,0.04,"Summer"
2002,7,15,84,0,"Summer"
2002,7,16,84,0,"Summer"
2002,7,17,86,0.06,"Summer"
2002,7,18,85.5,0,"Summer"
2002,7,19,85,0.97,"Summer"
2002,7,20,81,1.55,"Summer"
2002,7,21,76.5,0.01,"Summer"
2002,7,22,77.5,0.08,"Summer"
2002,7,23,78,0,"Summer"
2002,7,24,81,0.19,"Summer"
2002,7,25,81,1.77,"Summer"
2002,7,26,82,0.27,"Summer"
2002,7,27,81,0.93,"Summer"
2002,7,28,81,0.88,"Summer"
2002,7,29,80.5,0.01,"Summer"
2002,7,30,81.5,0,"Summer"
2002,7,31,82.5,0,"Summer"
2002,8,1,81,0.08,"Summer"
2002,8,2,79.5,0.15,"Summer"
2002,8,3,78.5,0.31,"Summer"
2002,8,4,79,1.13,"Summer"
2002,8,5,80,0.01,"Summer"
2002,8,6,83.5,0,"Summer"
2002,8,7,78.5,0.01,"Summer"
2002,8,8,75,0,"Summer"
2002,8,9,73,0,"Summer"
2002,8,10,78,0.02,"Summer"
2002,8,11,77.5,0,"Summer"
2002,8,12,76.5,1.07,"Summer"
2002,8,13,79.5,0.01,"Summer"
2002,8,14,80,0.01,"Summer"
2002,8,15,80,0.06,"Summer"
2002,8,16,81.5,0.01,"Summer"
2002,8,17,82.5,0,"Summer"
2002,8,18,80,1.45,"Summer"
2002,8,19,81,0,"Summer"
2002,8,20,78,0.59,"Summer"
2002,8,21,80,0,"Summer"
2002,8,22,80.5,0,"Summer"
2002,8,23,80.5,0,"Summer"
2002,8,24,82.5,0,"Summer"
2002,8,25,84,0.07,"Summer"
2002,8,26,81.5,0.05,"Summer"
2002,8,27,79,0.39,"Summer"
2002,8,28,79.5,0,"Summer"
2002,8,29,80,0.79,"Summer"
2002,8,30,78.5,0.48,"Summer"
2002,8,31,78,0.18,"Summer"
2002,9,1,82,0.1,"Summer"
2002,9,2,82,0,"Summer"
2002,9,3,81,0,"Summer"
2002,9,4,80.5,0.28,"Summer"
2002,9,5,81,0.02,"Summer"
2002,9,6,80,0.02,"Summer"
2002,9,7,80,0,"Summer"
2002,9,8,80.5,0,"Summer"
2002,9,9,81.5,0,"Summer"
2002,9,10,79.5,0,"Summer"
2002,9,11,79.5,0,"Summer"
2002,9,12,77.5,0.93,"Summer"
2002,9,13,78.5,0.04,"Summer"
2002,9,14,79,1.75,"Summer"
2002,9,15,80,0.1,"Summer"
2002,9,16,81,0,"Summer"
2002,9,17,82.5,0,"Summer"
2002,9,18,81,0,"Summer"
2002,9,19,81,0,"Summer"
2002,9,20,81,0.12,"Summer"
2002,9,21,79,0,"Summer"
2002,9,22,78,0,"Summer"
2002,9,23,78,0,"Summer"
2002,9,24,78,2.89,"Summer"
2002,9,25,79.5,0.12,"Summer"
2002,9,26,82,0.45,"Summer"
2002,9,27,80,0,"Summer"
2002,9,28,79,0,"Summer"
2002,9,29,80.5,0,"Summer"
2002,9,30,81,0,"Summer"
2002,10,1,78.5,0.73,"Fall"
2002,10,2,78,0,"Fall"
2002,10,3,77,0,"Fall"
2002,10,4,77,0,"Fall"
2002,10,5,79.5,0,"Fall"
2002,10,6,80.5,0.15,"Fall"
2002,10,7,78.5,0,"Fall"
2002,10,8,78.5,0,"Fall"
2002,10,9,77,0,"Fall"
2002,10,10,78.5,0,"Fall"
2002,10,11,79.5,0,"Fall"
2002,10,12,79.5,0,"Fall"
2002,10,13,76.5,0.04,"Fall"
2002,10,14,77,0.27,"Fall"
2002,10,15,70,0.2,"Fall"
2002,10,16,64,0,"Fall"
2002,10,17,62,0,"Fall"
2002,10,18,61,0,"Fall"
2002,10,19,65,0,"Fall"
2002,10,20,68,0,"Fall"
2002,10,21,73,0,"Fall"
2002,10,22,74.5,0,"Fall"
2002,10,23,74.5,0,"Fall"
2002,10,24,74.5,0.71,"Fall"
2002,10,25,73.5,0,"Fall"
2002,10,26,74.5,0,"Fall"
2002,10,27,74,0,"Fall"
2002,10,28,75,0,"Fall"
2002,10,29,77,0.03,"Fall"
2002,10,30,75,0.52,"Fall"
2002,10,31,66.5,0,"Fall"
2002,11,1,66.5,0,"Fall"
2002,11,2,61,0,"Fall"
2002,11,3,59.5,0,"Fall"
2002,11,4,71,0,"Fall"
2002,11,5,74,0,"Fall"
2002,11,6,64,0.27,"Fall"
2002,11,7,53,0,"Fall"
2002,11,8,60,0,"Fall"
2002,11,9,66.5,0,"Fall"
2002,11,10,74.5,0.33,"Fall"
2002,11,11,77,0,"Fall"
2002,11,12,70.5,1.05,"Fall"
2002,11,13,55,0.16,"Fall"
2002,11,14,56.5,0,"Fall"
2002,11,15,63.5,0,"Fall"
2002,11,16,64,1.62,"Fall"
2002,11,17,50,0.28,"Fall"
2002,11,18,48,0,"Fall"
2002,11,19,52.5,0,"Fall"
2002,11,20,58.5,0,"Fall"
2002,11,21,65.5,0.24,"Fall"
2002,11,22,57.5,0,"Fall"
2002,11,23,44.5,0,"Fall"
2002,11,24,49.5,0,"Fall"
2002,11,25,57.5,0,"Fall"
2002,11,26,56,0,"Fall"
2002,11,27,56.5,0,"Fall"
2002,11,28,48.5,0,"Fall"
2002,11,29,45,0,"Fall"
2002,11,30,51,0,"Fall"
2002,12,1,47.5,0,"Fall"
2002,12,2,48,0,"Fall"
2002,12,3,51,0,"Fall"
2002,12,4,61.5,0,"Fall"
2002,12,5,63,0.1,"Fall"
2002,12,6,47,0.1,"Fall"
2002,12,7,51.5,0,"Fall"
2002,12,8,56.5,0,"Fall"
2002,12,9,57.5,0.69,"Fall"
2002,12,10,57.5,0.34,"Fall"
2002,12,11,54,0.01,"Fall"
2002,12,12,49.5,0.37,"Fall"
2002,12,13,63,0.79,"Fall"
2002,12,14,48,0,"Fall"
2002,12,15,44,0,"Fall"
2002,12,16,50.5,0,"Fall"
2002,12,17,50,0,"Fall"
2002,12,18,57,0,"Fall"
2002,12,19,66.5,0,"Fall"
2002,12,20,57,0.25,"Fall"
2002,12,21,46.5,0,"Fall"
2002,12,22,51,0,"Fall"
2002,12,23,56.5,0,"Fall"
2002,12,24,62.5,2.24,"Fall"
2002,12,25,53.5,0,"Fall"
2002,12,26,42,0,"Fall"
2002,12,27,47,0,"Fall"
2002,12,28,46.5,0,"Fall"
2002,12,29,48.5,0,"Fall"
2002,12,30,50.5,0,"Fall"
2002,12,31,60,1.62,"Fall"
2003,1,1,62.5,0,"Winter"
2003,1,2,58.5,0,"Winter"
2003,1,3,49.5,0,"Winter"
2003,1,4,43.5,0,"Winter"
2003,1,5,45,0,"Winter"
2003,1,6,52,0,"Winter"
2003,1,7,43.5,0,"Winter"
2003,1,8,45.5,0,"Winter"
2003,1,9,56.5,0,"Winter"
2003,1,10,61.5,0.06,"Winter"
2003,1,11,46.5,0,"Winter"
2003,1,12,45,0,"Winter"
2003,1,13,45.5,0.07,"Winter"
2003,1,14,47.5,0,"Winter"
2003,1,15,48.5,0,"Winter"
2003,1,16,49.5,0,"Winter"
2003,1,17,46.5,0,"Winter"
2003,1,18,37,0,"Winter"
2003,1,19,41,0,"Winter"
2003,1,20,48,0,"Winter"
2003,1,21,55,0,"Winter"
2003,1,22,62,0.26,"Winter"
2003,1,23,41.5,0.01,"Winter"
2003,1,24,31,0,"Winter"
2003,1,25,39,0,"Winter"
2003,1,26,46,0,"Winter"
2003,1,27,45,0,"Winter"
2003,1,28,46,0,"Winter"
2003,1,29,55,0,"Winter"
2003,1,30,57.5,0,"Winter"
2003,1,31,57.5,0,"Winter"
2003,2,1,52,0,"Winter"
2003,2,2,53,0,"Winter"
2003,2,3,53,0,"Winter"
2003,2,4,59.5,0.33,"Winter"
2003,2,5,49.5,0,"Winter"
2003,2,6,55,0,"Winter"
2003,2,7,58,1.11,"Winter"
2003,2,8,47,0.01,"Winter"
2003,2,9,45.5,0.69,"Winter"
2003,2,10,59.5,0.02,"Winter"
2003,2,11,50.5,0,"Winter"
2003,2,12,51.5,0,"Winter"
2003,2,13,54,0,"Winter"
2003,2,14,52.5,0,"Winter"
2003,2,15,63,0,"Winter"
2003,2,16,64.5,0.86,"Winter"
2003,2,17,57.5,0.03,"Winter"
2003,2,18,52,0,"Winter"
2003,2,19,55.5,0,"Winter"
2003,2,20,65.5,0,"Winter"
2003,2,21,72.5,0,"Winter"
2003,2,22,71,0.71,"Winter"
2003,2,23,54,0,"Winter"
2003,2,24,56,0,"Winter"
2003,2,25,62.5,0,"Winter"
2003,2,26,66,0,"Winter"
2003,2,27,69.5,0.97,"Winter"
2003,2,28,60,0.54,"Winter"
2003,3,1,65,0.21,"Winter"
2003,3,2,65,0.4,"Winter"
2003,3,3,56,0.55,"Winter"
2003,3,4,57.5,0.65,"Winter"
2003,3,5,72.5,0.01,"Winter"
2003,3,6,74.5,0,"Winter"
2003,3,7,70.5,0.49,"Winter"
2003,3,8,60.5,0,"Winter"
2003,3,9,62,1.83,"Winter"
2003,3,10,66.5,0,"Winter"
2003,3,11,65,0,"Winter"
2003,3,12,68.5,0,"Winter"
2003,3,13,74,0.15,"Winter"
2003,3,14,69.5,0,"Winter"
2003,3,15,69.5,0,"Winter"
2003,3,16,67,0.04,"Winter"
2003,3,17,71.5,1.31,"Winter"
2003,3,18,70.5,0,"Winter"
2003,3,19,75.5,0,"Winter"
2003,3,20,78,0.03,"Winter"
2003,3,21,71,0.11,"Winter"
2003,3,22,68.5,0,"Winter"
2003,3,23,64,0.05,"Winter"
2003,3,24,64.5,0,"Winter"
2003,3,25,62.5,0,"Winter"
2003,3,26,67,0,"Winter"
2003,3,27,68.5,2.51,"Winter"
2003,3,28,69,0,"Winter"
2003,3,29,69,0,"Winter"
2003,3,30,57,0.36,"Winter"
2003,3,31,47.5,0,"Winter"
2003,4,1,50,0,"Spring"
2003,4,2,57,0,"Spring"
2003,4,3,61,0,"Spring"
2003,4,4,68,0,"Spring"
2003,4,5,69,0,"Spring"
2003,4,6,72.5,0,"Spring"
2003,4,7,78,0,"Spring"
2003,4,8,74,0.33,"Spring"
2003,4,9,67.5,0.04,"Spring"
2003,4,10,52,0.01,"Spring"
2003,4,11,56,0,"Spring"
2003,4,12,64,0,"Spring"
2003,4,13,66,0,"Spring"
2003,4,14,67.5,0,"Spring"
2003,4,15,68,0,"Spring"
2003,4,16,67,0,"Spring"
2003,4,17,69,0,"Spring"
2003,4,18,68.5,0,"Spring"
2003,4,19,71,0,"Spring"
2003,4,20,72.5,0,"Spring"
2003,4,21,71.5,0,"Spring"
2003,4,22,72.5,0,"Spring"
2003,4,23,64,0,"Spring"
2003,4,24,65,0,"Spring"
2003,4,25,72.5,0.72,"Spring"
2003,4,26,73,0,"Spring"
2003,4,27,68,0,"Spring"
2003,4,28,71,0,"Spring"
2003,4,29,74.5,0,"Spring"
2003,4,30,74.5,0,"Spring"
2003,5,1,74.5,0.18,"Spring"
2003,5,2,75,0,"Spring"
2003,5,3,73.5,0,"Spring"
2003,5,4,75.5,0,"Spring"
2003,5,5,77,0,"Spring"
2003,5,6,80,0,"Spring"
2003,5,7,79,0,"Spring"
2003,5,8,78.5,0,"Spring"
2003,5,9,78.5,0,"Spring"
2003,5,10,80,0,"Spring"
2003,5,11,79.5,0,"Spring"
2003,5,12,78.5,0,"Spring"
2003,5,13,73.5,0,"Spring"
2003,5,14,75.5,0,"Spring"
2003,5,15,73,0,"Spring"
2003,5,16,75.5,0,"Spring"
2003,5,17,79,0,"Spring"
2003,5,18,81,0.51,"Spring"
2003,5,19,77.5,0.46,"Spring"
2003,5,20,75,0,"Spring"
2003,5,21,75,0,"Spring"
2003,5,22,72.5,0.62,"Spring"
2003,5,23,74.5,0.07,"Spring"
2003,5,24,77.5,0.02,"Spring"
2003,5,25,77.5,0,"Spring"
2003,5,26,75.5,0,"Spring"
2003,5,27,75,0,"Spring"
2003,5,28,75.5,0,"Spring"
2003,5,29,71.5,0,"Spring"
2003,5,30,76.5,0,"Spring"
2003,5,31,79.5,0,"Spring"
2003,6,1,79.5,0,"Spring"
2003,6,2,79,0.15,"Spring"
2003,6,3,75,0.67,"Spring"
2003,6,4,79.5,1.17,"Spring"
2003,6,5,78.5,0.1,"Spring"
2003,6,6,79,0,"Spring"
2003,6,7,79,0.05,"Spring"
2003,6,8,80,1.59,"Spring"
2003,6,9,80.5,0.91,"Spring"
2003,6,10,80.5,0,"Spring"
2003,6,11,81,0,"Spring"
2003,6,12,80.5,0.01,"Spring"
2003,6,13,79.5,0,"Spring"
2003,6,14,81,0.03,"Spring"
2003,6,15,82.5,0,"Spring"
2003,6,16,80,0.5,"Spring"
2003,6,17,79.5,0,"Spring"
2003,6,18,81.5,0.4,"Spring"
2003,6,19,79,0.1,"Spring"
2003,6,20,73,1.26,"Spring"
2003,6,21,79,0.61,"Spring"
2003,6,22,77,0.75,"Spring"
2003,6,23,78.5,0,"Spring"
2003,6,24,76.5,0,"Spring"
2003,6,25,77,0,"Spring"
2003,6,26,77,0,"Spring"
2003,6,27,78.5,0,"Spring"
2003,6,28,79.5,0,"Spring"
2003,6,29,78.5,0.22,"Spring"
2003,6,30,82,0,"Spring"
2003,7,1,81.5,0,"Summer"
2003,7,2,80.5,0.03,"Summer"
2003,7,3,78,0.04,"Summer"
2003,7,4,79.5,0,"Summer"
2003,7,5,80.5,0.28,"Summer"
2003,7,6,81.5,0.01,"Summer"
2003,7,7,82.5,0,"Summer"
2003,7,8,83.5,0,"Summer"
2003,7,9,82.5,0,"Summer"
2003,7,10,83.5,0.16,"Summer"
2003,7,11,81.5,0.01,"Summer"
2003,7,12,79.5,0.01,"Summer"
2003,7,13,76,0.36,"Summer"
2003,7,14,79,0.08,"Summer"
2003,7,15,78,0,"Summer"
2003,7,16,77,0.01,"Summer"
2003,7,17,81.5,0.02,"Summer"
2003,7,18,81.5,0.08,"Summer"
2003,7,19,80.5,0,"Summer"
2003,7,20,81,0.09,"Summer"
2003,7,21,81,0,"Summer"
2003,7,22,78,2.29,"Summer"
2003,7,23,79.5,0.01,"Summer"
2003,7,24,78.5,0.76,"Summer"
2003,7,25,78.5,0.1,"Summer"
2003,7,26,80.5,0,"Summer"
2003,7,27,81,0.09,"Summer"
2003,7,28,80,0.09,"Summer"
2003,7,29,81,0,"Summer"
2003,7,30,78.5,0.69,"Summer"
2003,7,31,78,0,"Summer"
2003,8,1,79.5,0.26,"Summer"
2003,8,2,79,0.48,"Summer"
2003,8,3,78.5,0.15,"Summer"
2003,8,4,78.5,0.07,"Summer"
2003,8,5,79.5,0.14,"Summer"
2003,8,6,80,0.08,"Summer"
2003,8,7,79.5,0.21,"Summer"
2003,8,8,77.5,0.07,"Summer"
2003,8,9,77,0.04,"Summer"
2003,8,10,81,0.03,"Summer"
2003,8,11,81.5,0.05,"Summer"
2003,8,12,80,0.25,"Summer"
2003,8,13,81.5,0,"Summer"
2003,8,14,81.5,0.2,"Summer"
2003,8,15,80.5,0.18,"Summer"
2003,8,16,80,0.06,"Summer"
2003,8,17,81,0.01,"Summer"
2003,8,18,80.5,0.17,"Summer"
2003,8,19,79.5,0,"Summer"
2003,8,20,79,0,"Summer"
2003,8,21,79,0.02,"Summer"
2003,8,22,79.5,0.12,"Summer"
2003,8,23,78,0,"Summer"
2003,8,24,79.5,0,"Summer"
2003,8,25,80.5,0,"Summer"
2003,8,26,81,0.65,"Summer"
2003,8,27,82.5,0.09,"Summer"
2003,8,28,81.5,0.49,"Summer"
2003,8,29,82.5,0.3,"Summer"
2003,8,30,80.5,0.02,"Summer"
2003,8,31,82,0.01,"Summer"
2003,9,1,81.5,1.12,"Summer"
2003,9,2,80.5,0.01,"Summer"
2003,9,3,80.5,0.55,"Summer"
2003,9,4,77.5,0.02,"Summer"
2003,9,5,78,0.66,"Summer"
2003,9,6,79.5,0.1,"Summer"
2003,9,7,75.5,0,"Summer"
2003,9,8,75.5,0,"Summer"
2003,9,9,75.5,0,"Summer"
2003,9,10,76,0,"Summer"
2003,9,11,75.5,0,"Summer"
2003,9,12,75.5,0,"Summer"
2003,9,13,78,0,"Summer"
2003,9,14,79.5,0,"Summer"
2003,9,15,78.5,0,"Summer"
2003,9,16,78,0,"Summer"
2003,9,17,76,0,"Summer"
2003,9,18,74,0,"Summer"
2003,9,19,74,0,"Summer"
2003,9,20,81.5,0,"Summer"
2003,9,21,79.5,0.28,"Summer"
2003,9,22,80.5,0,"Summer"
2003,9,23,79,0,"Summer"
2003,9,24,79.5,0,"Summer"
2003,9,25,79,1.85,"Summer"
2003,9,26,77,0.19,"Summer"
2003,9,27,78,0,"Summer"
2003,9,28,79.5,0.81,"Summer"
2003,9,29,68.5,0,"Summer"
2003,9,30,71.5,0,"Summer"
2003,10,1,68.5,0.01,"Fall"
2003,10,2,67.5,0,"Fall"
2003,10,3,70.5,0,"Fall"
2003,10,4,74.5,0,"Fall"
2003,10,5,75.5,0,"Fall"
2003,10,6,76.5,0,"Fall"
2003,10,7,76,0.64,"Fall"
2003,10,8,76,0,"Fall"
2003,10,9,74,0,"Fall"
2003,10,10,74,0.01,"Fall"
2003,10,11,73,0.61,"Fall"
2003,10,12,74,0.05,"Fall"
2003,10,13,77,0.68,"Fall"
2003,10,14,78.5,0.02,"Fall"
2003,10,15,65.5,0,"Fall"
2003,10,16,71,0,"Fall"
2003,10,17,70,0,"Fall"
2003,10,18,70.5,0,"Fall"
2003,10,19,68.5,0,"Fall"
2003,10,20,68.5,0,"Fall"
2003,10,21,70,0,"Fall"
2003,10,22,75,0,"Fall"
2003,10,23,67.5,0,"Fall"
2003,10,24,67.5,0,"Fall"
2003,10,25,71.5,0,"Fall"
2003,10,26,71,0.04,"Fall"
2003,10,27,74,0.01,"Fall"
2003,10,28,73,0.53,"Fall"
2003,10,29,64.5,0,"Fall"
2003,10,30,64.5,0,"Fall"
2003,10,31,71.5,0,"Fall"
2003,11,1,74,0,"Fall"
2003,11,2,73,0,"Fall"
2003,11,3,78,0.02,"Fall"
2003,11,4,79,0.07,"Fall"
2003,11,5,78,1.5,"Fall"
2003,11,6,75,0,"Fall"
2003,11,7,76.5,0,"Fall"
2003,11,8,75,0,"Fall"
2003,11,9,64,0,"Fall"
2003,11,10,61,0,"Fall"
2003,11,11,69.5,0,"Fall"
2003,11,12,72,0,"Fall"
2003,11,13,65.5,0,"Fall"
2003,11,14,55.5,0,"Fall"
2003,11,15,60.5,0,"Fall"
2003,11,16,64.5,0,"Fall"
2003,11,17,67,0,"Fall"
2003,11,18,72,0,"Fall"
2003,11,19,64.5,0.87,"Fall"
2003,11,20,59.5,0,"Fall"
2003,11,21,58.5,0,"Fall"
2003,11,22,61.5,0,"Fall"
2003,11,23,65,0,"Fall"
2003,11,24,66.5,0,"Fall"
2003,11,25,54,0,"Fall"
2003,11,26,66,0,"Fall"
2003,11,27,66.5,0,"Fall"
2003,11,28,64,0.29,"Fall"
2003,11,29,45.5,0,"Fall"
2003,11,30,48,0,"Fall"
2003,12,1,53.5,0,"Fall"
2003,12,2,55.5,0,"Fall"
2003,12,3,59,0,"Fall"
2003,12,4,64,0,"Fall"
2003,12,5,53.5,0,"Fall"
2003,12,6,44.5,0,"Fall"
2003,12,7,46.5,0,"Fall"
2003,12,8,48.5,0,"Fall"
2003,12,9,56.5,0,"Fall"
2003,12,10,61,0.12,"Fall"
2003,12,11,46,0,"Fall"
2003,12,12,50.5,0,"Fall"
2003,12,13,59,0,"Fall"
2003,12,14,58.5,0.17,"Fall"
2003,12,15,48,0,"Fall"
2003,12,16,55,0.06,"Fall"
2003,12,17,50,0,"Fall"
2003,12,18,46.5,0,"Fall"
2003,12,19,47.5,0,"Fall"
2003,12,20,40.5,0,"Fall"
2003,12,21,40,0,"Fall"
2003,12,22,51.5,0,"Fall"
2003,12,23,59.5,0,"Fall"
2003,12,24,60,0.12,"Fall"
2003,12,25,47.5,0,"Fall"
2003,12,26,50.5,0,"Fall"
2003,12,27,51,0,"Fall"
2003,12,28,51.5,0,"Fall"
2003,12,29,60,0,"Fall"
2003,12,30,60.5,0,"Fall"
